Index,DrugID,Drug_Name,SMILES
1446,DMJHN0A,Icosapent,CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)O
1447,DMJIA6T,Barbiturate,C1C(=O)NC(=O)NC1=O
1448,DMJIBAW,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C
1449,DMJIDH9,Deslorelin,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
1450,DMJIZZI,Carumonam,C1=C(N=C(S1)N)C(=NOCC(=O)O)C(=O)NC2C(N(C2=O)S(=O)(=O)O)COC(=O)N
1451,DMJKHDL,Ioversol,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
1452,DMJKO05,Amyl nitrite,CCCCCON=O
1453,DMJKROX,Luvox,COCCCC/C(=N\\OCCN)/C1=CC=C(C=C1)C(F)(F)F.C(=C\\C(=O)O)\\C(=O)O
1454,DMJL10P,Isoxyl,CC(C)CCOC1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)OCCC(C)C
1455,DMJMVKI,Metipranolol,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
1456,DMJNV4O,Tirbanibulin,C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4
1457,DMJOQM3,Eflornithine,C(CC(C(F)F)(C(=O)O)N)CN
1458,DMJP5YF,Levodropropizine,C1CN(CCN1CC(CO)O)C2=CC=CC=C2
1459,DMJPBAX,Oxybutynine,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
1460,DMJPD06,Lmw heparin,C([C@@H]1C([C@@H](C(C(O1)O)NS(=O)(=O)[O-])O)O[C@H]2C([C@H](C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-]
1461,DMJPR2B,Glisoxepide,CC1=CC(=NO1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NN3CCCCCC3
1462,DMJRDGC,MK-8616,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])O)O)C(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1463,DMJRPYP,Talc,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
1464,DMJSBT6,SILODOSIN,C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
1465,DMJSMDL,Cefiderocol,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)[O-]
1466,DMJSSGD,Beclamide,C1=CC=C(C=C1)CNC(=O)CCCl
1467,DMJTEMW,Lubiprostone,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F
1468,DMJUNY5,Cefpodoxime,COCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\\OC)/C3=CSC(=N3)N)SC1)C(=O)O
1469,DMJV2EK,Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
1470,DMJW0VS,Tilidine,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)C2=CC=CC=C2
1471,DMJWRQP,Zanubrutinib,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N
1472,DMJX6ZG,Codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
1473,DMJXDGC,Cefaclor,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl
1474,DMJXIC9,Anagliptin,CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N
1475,DMJY2TM,Gabapentin enacarbil,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O
1476,DMJYCVW,Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
1477,DMJYDVK,Cariprazine,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl
1478,DMJYVKF,Ammoniated mercury,[NH2-].[Cl-].[Hg+2]
1479,DMJZHT1,Tadalafil,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
1480,DMK08L3,Amifampridine,C1=CN=CC(=C1N)N
1481,DMK0BAV,Prussian blue,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
1482,DMK0O7U,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
1483,DMK1CZJ,Ingenol mebutate,C/C=C(/C)\\C(=O)O[C@H]1C(=C[C@@]23[C@@]1([C@@H](C(=C[C@H](C2=O)[C@H]4[C@H](C4(C)C)C[C@H]3C)CO)O)O)C
1484,DMK1GBJ,Trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
1485,DMK1IPV,Ibrexafungerp,C[C@H](C(C)C)[C@]1(CC[C@@]2([C@H]3CC[C@H]4[C@]5(COC[C@]4(C3=CC[C@]2([C@@H]1C(=O)O)C)C[C@H]([C@@H]5OC[C@@](C)(C(C)(C)C)N)N6C(=NC=N6)C7=CC=NC=C7)C)C)C
1486,DMK1ZOR,Vincamine,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
1487,DMK2GZX,Avapritinib,C[C@](C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N
1488,DMK4DKM,Rifamycin b,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)OCC(=O)O)C
1489,DMK4OL7,Zinostatin stimalamer,C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC\\2[C@@H](C=C3/C2=C\\C#C[C@@H]4[C@@](O4)(C#C3)[C@@H]5COC(=O)O5)OC(=O)C6=C(C=CC7=C6C=C(C=C7C)OC)C)NC)O)O
1490,DMK4S8I,Promegestone,CCC(=O)[C@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C
1491,DMK54YG,Griseofulvin,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
1492,DMK56G0,Bexagliflozin,C1CC1OCCOC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl
1493,DMK57GB,Ethinamate,C#CC1(CCCCC1)OC(=O)N
1494,DMK6E0C,Epervudine,CC(C)C1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
1495,DMK6XAV,Bitolterol,CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C
1496,DMK7F9S,Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
1497,DMK7HFI,Mefenamic acid,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
1498,DMK7IWL,Relugolix,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC
1499,DMK7MEY,Isoproterenol,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
1500,DMK8U72,Labetalol,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
1501,DMK9BP2,Mavacamten,C[C@@H](C1=CC=CC=C1)NC2=CC(=O)N(C(=O)N2)C(C)C
1502,DMKA8J4,Etonogestrel,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
1503,DMKAEQW,Phenyltoloxamine,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2
1504,DMKB79O,Bromfenac,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O
1505,DMKB9FI,Benzoic Acid,C1=CC=C(C=C1)C(=O)O
1506,DMKBJWP,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
1507,DMKBOS2,Levosimendan,C[C@@H]1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N
1508,DMKBTFG,Cefozopran,CO/N=C(/C1=NSC(=N1)N)\\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-]
1509,DMKBYWI,Trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
1510,DMKCG8H,methyl salicylate,COC(=O)C1=CC=CC=C1O
1511,DMKDRO9,Isepamicin,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O
1512,DMKE7L9,Doxacurium,C[N+]1(CCC2=CC(=C(C(=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N+]4(CCC5=CC(=C(C(=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)OC)C
1513,DMKECZD,Temozolomide,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
1514,DMKER83,Hesperetin,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O
1515,DMKEX7O,Plecanatide,C[C@H]1C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)CNC(=O)[C@@H](NC2=O)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CC(=O)N)C(C)C)CC(C)C)CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)N
1516,DMKFQJP,Triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
1517,DMKGH0R,GHRP-2,C[C@H](C(=O)N[C@H](CC1=CC2=CC=CC=C2C=C1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCCN)C(=O)N)N
1518,DMKHHT1,Gold sodium thiomalate,C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+]
1519,DMKI1F6,Halometasone,CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F
1520,DMKI2XC,Sulfacytine,CCN1C=CC(=NC1=O)NS(=O)(=O)C2=CC=C(C=C2)N
1521,DMKI68F,Icosapent ethyl,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC
1522,DMKI7RB,Clomifene,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(\\C2=CC=CC=C2)/Cl)/C3=CC=CC=C3
1523,DMKINJO,Gentamicin,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
1524,DMKITQE,Amoxapine,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
1525,DMKJ485,Pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
1526,DMKJ8LB,Josamycin,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O
1527,DMKLAYG,Altretamine,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
1528,DMKLJRD,Fospropofol disodium,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)([O-])[O-].[Na+].[Na+]
1529,DMKLSHF,Bambuterol,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O
1530,DMKM3SX,Sulfamerazine,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
1531,DMKMBES,Plazomicin,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)N)NC(=O)[C@H](CCN)O)O
1532,DMKMWQG,Olopatadine,CN(C)CC/C=C\\1/C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
1533,DMKN345,Charybdotoxin,C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N1)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@@H]5CCC(=O)N5)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CCCCN)CCCCN)CC(=O)N)CCSC)CCCCN)CCCNC(=N)N)CO)[C@@H](C)O)CC(=O)N)CC6=CN=CN6)CC(C)C)CCCNC(=N)N)CCC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CC7=CNC8=CC=CC=C87)CO)C(C)C)C(=O)N[C@@H](CC9=CC=C(C=C9)O)C(=O)N[C@@H](CO)C(=O)O)CCCNC(=N)N)CCC(=O)O)CCCCN)CO)[C@@H](C)O)O
1534,DMKOXFE,Doxylamine,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C
1535,DMKQTBA,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
1536,DMKR3C5,Ergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C
1537,DMKRHTI,Hepatitis B vaccine,CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC2=CC=CC=C2)C(=O)N3CCCC3C(=O)NC(C)C(=O)NCC(=O)NCC(=O)OC(=O)C(C(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C4CCCN4C(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC5C=NC=N5)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC7=CNC8=CC=CC=C87)NC(=O)C(CCC(=O)N)NC(=O)C(CCSC)N)NC(=O)CNC(=O)C(CCCNC(=N)N)N
1538,DMKRI2W,Cetrimide,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
1539,DMKS1DV,SARALASIN,C[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC
1540,DMKSQG0,Tiagabine,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C
1541,DMKSTWR,L-Proline,C1C[C@H](NC1)C(=O)O
1542,DMKV4NL,Flavoxate,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
1543,DMKVOYF,Penicillin V,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
1544,DMKVWGE,Dexbrompheniramine,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2
1545,DMKWFBT,Melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
1546,DMKWNQ2,Gonadoreline-6-d-trp acetate,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8.CC(=O)O
1547,DMKXJZ7,Suprofen,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
1548,DMKXPCR,Pyrvinium,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C
1549,DMKXY2R,Ibutilide,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
1550,DMKY8V1,Propiomazine,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
1551,DMKYD5N,Zuclopenthixol,C1CN(CCN1CC/C=C\\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
1552,DMKZEIB,Felbinac,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
1553,DMKZROL,Saralasin Acetate,C[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC.CC(=O)O.O
1554,DML0B41,Naloxegol,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O
1555,DML0RAE,Methoxyflurane,COC(C(Cl)Cl)(F)F
1556,DML1538,Diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
1557,DML1I4G,Miokamycin,CCC(=O)OC1CC(=O)OC(CC=CC=CC(C(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)OC(=O)C)N(C)C)O)CC=O)C)OC(=O)C)C
1558,DML1KTO,Belzutifan,CS(=O)(=O)C1=C2[C@@H]([C@@H]([C@@H](C2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)F)F)O
1559,DML2A03,Alosetron,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C
1560,DML2NIB,Aminophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
1561,DML31XY,Colfosceril palmitate,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
1562,DML4ZOT,Lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
1563,DML53ZJ,Mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
1564,DML5VQ0,Fenoprofen,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
1565,DML60TN,Sotalol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
1566,DML6SRO,Alacepril,C[C@H](CSC(=O)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O
1567,DML72VJ,GW685698X,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F
1568,DML8KTN,Danazol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5
1569,DML8PNK,GMDP,CC(C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1OC2C(C(C(C(O2)CO)O)O)N)CO)O)NC(=O)C
1570,DML8QSZ,Amosulalol,CC1=C(C=C(C=C1)C(CNCCOC2=CC=CC=C2OC)O)S(=O)(=O)N
1571,DML97WV,Pemirolast,CC1=CC=CN2C1=NC=C(C2=O)C3=NNN=N3
1572,DMLB0EZ,Tamoxifen,CC/C(=C(\\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
1573,DMLB7GT,Proglumetacin,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CC1)CCOC(=O)CC2=C(N(C3=C2C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)Cl)C)NC(=O)C5=CC=CC=C5
1574,DMLB81S,Paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
1575,DMLBVKQ,Entacapone,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N
1576,DMLCEGC,Ridostin,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OC3C(OC(C3O)N4C=NC5=C(N=CN=C54)N)COP(=O)(O)OC6C(OC(C6O)N7C=CC(=O)NC7=O)COP(=O)(O)OC8C(OC(C8O)N9C=NC1=C9NC(=NC1=O)N)CO)O)O.C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)OCC6C(C(C(O6)N7C=CC(=O)NC7=O)O)OP(=O)(O)OCC8C(C(C(O8)N9C=NC1=C9NC(=NC1=O)N)O)O)O
1577,DMLDQFV,Dasotraline,C1C[C@H](C2=CC=CC=C2[C@@H]1C3=CC(=C(C=C3)Cl)Cl)N
1578,DMLE7IO,Tigecycline,CC(C)(C)NCC(=O)NC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
1579,DMLEDNK,Carbenicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
1580,DMLEZ62,Hydrastine,CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3
1581,DMLFX7K,LCZ696,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O.CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O.O.O.O.[Na+].[Na+].[Na+]
1582,DMLFZHD,Aclarubicin,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O
1583,DMLHESP,Chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
1584,DMLHOA0,Xatral,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl
1585,DMLHSE3,Oxtriphylline,CN1C(=C2C(=NC=N2)N(C1=O)C)[O-].C[N+](C)(C)CCO
1586,DMLJ634,Sodium lauryl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
1587,DMLJZ2G,Technetium Tc-99m Pentetate Kit,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O
1588,DMLK2QH,Nateglinide,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O
1589,DMLKFC4,Quinupristin,CC[C@@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N3C[C@H](C(=O)C[C@H]3C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CS[C@@H]6CN7CCC6CC7)CC8=CC=C(C=C8)N(C)C)C
1590,DMLKSE0,Hexachlorophene,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
1591,DMLMNFX,Omaveloxolone,C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)NC(=O)C(C)(F)F
1592,DMLMXE0,Amprenavir,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
1593,DMLNKY5,Cefpirome sulfate,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-].OS(=O)(=O)O
1594,DMLOKWU,Edetate calcium disodium,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2]
